filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
6_conversation	A1	Conversation	Common expressions					quiero decir ...	I mean ...	mi ĉelas diri / mi volas diri	ich meine ...	ich mäine ...	
6_conversation	A1	Conversation	Common expressions					bla bla bla	yadda yadda / blah blah	bla bla	bla bla bla	bla bla bla	
6_conversation	A1	Conversation	Common expressions					por un lado, ..., por el otro, ...	on the one hand ...., on the other hand ...	unuflanke ..., aliflanke ...	auf der einen Seite ..., auf der anderen Seite ...	uuf de eine Siite ..., uuf der andere Siite ...	
6_conversation	A1	Conversation	Common expressions					con respecto a ...	with regards to ...	koncerne al ...	in Bezug auf ...	in Bezug uuf ...	
6_conversation	A1	Conversation	Common expressions					¿qué pasa?	what happens?	kio okazas?	was ist los?	was isch los?	
6_conversation	A1	Conversation	Common expressions					¿lo dices en serio?	seriously? / are you serious?	serioze? / ĉu vi seriozas?	ist das dein Ersnt?	isch das din Ernst?	
6_conversation	A1	Conversation	Common expressions					¿en serio?	really?	vere?	ja wirklich?	ja würklich?	
6_conversation	A1	Conversation	Common expressions					¿tienes ganas de ...?	do you feel like ...?	ĉu vi volas ...?	hast du Lust ... zu tun?	hasch du Lust ... zum mache?	
6_conversation	A1	Conversation	Common expressions					¿te estás quedando conmigo?	are you kidding me?	()	willst du mich veräppeln?	willsch du mich veräpple?	
6_conversation	A1	Conversation	Common expressions					¿estás de broma? / ¿estás bromeando?	are you kidding?	ĉu vi ŝercas?	machst du Witze?	willsch du mich veräpple?	
6_conversation	A1	Conversation	Common expressions					y eso	and so on	kaj tiel plu	und so weiter	und so wiiter	
6_conversation	A1	Conversation	Common expressions					¡déjame en paz!	leave me alone!	lasu min sola!	lass mich allein! / lass mich in Ruhe!	lahn mich in Rueh!	
6_conversation	A1	Conversation	Common expressions					tienes razón	you are right	vi pravas	du hast recht	du hasch rächt	
6_conversation	A1	Conversation	Common expressions					estoy de acuerdo contigo	I agree with you	mi konsentas kun vi	ich stimme dir zu	ich stimme dir zue	
6_conversation	A1	Conversation	Common expressions					¡de acuerdo!	agreed!	konsentite!	einverstanden!	iiverstande!	
6_conversation	A1	Conversation	Common expressions				Informal	¿estás de acuerdo?	do you agree?	ĉu konsentite?	einverstanden?	iiverstande?	
6_conversation	A1	Conversation	Common expressions					no tengo ni idea / no lo sé	no idea / I don't know	mi ne scias	keine Ahnung / ich weiß nicht	käi Ahnig / ich weiss nöd	
6_conversation	A1	Conversation	Common expressions					¡venga ya!	come on!	ek!	komm schon!	chum scho!	
6_conversation	A1	Conversation	Common expressions					¡vamos!	let's go	eku!	lass uns gehen! / gehen wir! / na los!	los! / gömmer!	
6_conversation	A1	Conversation	Common expressions					vamos a ver / veamos	let's see	ni vidu	mal sehen	mal luege	
6_conversation	A1	Conversation	Common expressions					digamos	let's say	ni diru	mal sagen	mal säge	
6_conversation	A1	Conversation	Common expressions					ya no puedo más	I can no more	mi ne plu povas tion	ich kann nicht mehr	ich mag nüm / ich chan nümmer	
6_conversation	A1	Conversation	Common expressions					me ha surgido algo	something came up	io okazis	etwas ist dazwischen gekommen	öppis isch dezwüsche cho	
6_conversation	A1	Conversation	Common expressions					¡exactamente! / ¡exacto!	exactly!	ĝuste!	genau!	genau!	
6_conversation	A1	Conversation	Common expressions		when someone sneezes			¡salud!	bless you!	sanon!	Gesundheit!	Gsundhäit!	
6_conversation	A1	Conversation	Common expressions					¡claro!	totally!	plene!	jawoll!	jawoll!	
6_conversation	A1	Conversation	Common expressions					¡qué lástima! / ¡qué pena! / ¡vaya lástima! / ¡vaya pena!	what a pity!	domaĝe!	Schade!	Schaad!	
6_conversation	A1	Conversation	Common expressions					imagina ... / imagínate ...	imagine ...	imagu ...	stell dir vor, ...	stell dir vor, ...	
6_conversation	title	Conversation	Person introduction		Conversation: Person Introduction								
6_conversation	A1	Conversation	Person introduction				Informal*	¿cómo te llamas?	what's your name?	kiel vi nomiĝas?	wie heißt du?	wie häissisch du?	
6_conversation	A1	Conversation	Person introduction					me llamo ...	my name is ...	mi nomiĝas ...	ich heiße ...	ich häisse ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu nombre?	what's your name?	kiu estas via nomo?	was ist dein Name? / wie lautet dein Name?	wie isch din Name?	
6_conversation	A1	Conversation	Person introduction					mi nombre es ...	my name is ...	mia nomo estas ...	mein Name ist ... / mein Name lautet ...	min Name-n-isch ...	
6_conversation	A1	Conversation	Person introduction				Informal	encantado - encantada / encantado de conocerte - encantada de conocerte	nice to meet you / pleased to meet you	mi ĝojas renkonti vin	freut mich / freut mich, dich kennenzulernen	freut mich, chännezulerne / freut mich, dich chännezulerne	
6_conversation	A1	Conversation	Person introduction				Formal	encantado - encantada / encantado de conocerle	nice to meet you / pleased to meet you	mi ĝojas renkonti vin	freut mich / freut mich, Sie kennenzulernen	freut mich, chännezulerne / freut mich, Si chännezulerne	
6_conversation	A1	Conversation	Person introduction				Informal	yo también / el placer es mío	nice to meet you too / pleased to meet you too	mi ĝojas renkonti vin ankaŭ	mich auch / freut mich auch, dich kennenzulernen	mich au / freut mich au, dich chännezulerne	
6_conversation	A1	Conversation	Person introduction				Formal	yo también / el placer es mío	nice to meet you too / pleased to meet you too	mi ĝojas renkonti vin ankaŭ	mich auch / freut mich auch, Sie kennenzulernen	mich au / freut mich au, Si chännezulerne	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu nombre de pila?	what's your given name? / what's your first name name?	kiu estas via personnomo? / kiu estas via persona nomo?	was ist dein Vorname? / wie lautet dein Vorname?	wie isch din Vorname?	
6_conversation	A1	Conversation	Person introduction					mi nombre de pila es ...	my given name is ... / what's your first name?	mia personnomo estas ... / mia persona nomo estas ...	mein Vorname ist ... / mein Vorname lautet ...	min Vorname isch ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuales son tus apellidos?	what's your family name? / what's your last name?	kiu estas via familinomo? / kiuj estas via patronomo kaj patrinonomo?	was ist dein Nachname? / wie lautet dein Nachname?	wie isch din Nachgname?	
6_conversation	A1	Conversation	Person introduction					mi apellidos son ...	what's your family name? / my last name is ...	mia familinomo estas ... / mia patronomo estas ... kaj mia patrinonomo estas ...	mein Nachname ist ... / mein Nachname lautet ...	min Nachname isch ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿qué edad tienes? / ¿cuántos años tienes?	how old are you?	kiom vi aĝas?	wie alt bist du?	wie alt bisch du?	
6_conversation	A1	Conversation	Person introduction					tengo ... años	I am ... years old	mi aĝas ... jarojn	ich bin ... Jahre alt	ich bi zwangzgi	
6_conversation	A1	Conversation	Person introduction					yo también	me too	mi ankaŭ	ich auch	ich au	
6_conversation	A1	Conversation	Person introduction				Informal*	¿dónde vives?	where do you live?	kie vi loĝas?	wo wohnst du?	wo wohnsch du?	
6_conversation	A1	Conversation	Person introduction				Informal*	¿en qué ciudad vives?	in which city do you live?	en kiu urbo vi loĝas?	in welcher Stadt wohnst du?	i welere Stadt wohnsch du?	
6_conversation	A1	Conversation	Person introduction				Informal*	¿en qué país vives?	in which country do you live?	en kiu lando vi loĝas?	in welchem ​​Land wohnst du?	i welem Land wohnsch du?	
6_conversation	A1	Conversation	Person introduction					vivo en ...	I live in ...	mi loĝas en ...	ich wohne in ...	ich wohne i ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu dirección?	what is your address?	kiu estas via adreso?	wie lautet deine Adresse? / was ist deine Adresse?	was isch dini Adrässi?	
6_conversation	A1	Conversation	Person introduction					vivo en la calle ..., número #...	I live in #..., ... street	mi loĝas en strato ..., # ...	ich wohne in ...Straße, #...	ich wohne i ...Straass, #...	
6_conversation	A1	Conversation	Person introduction					mi dirección es calle ..., número #...	my address is #..., ... street	mia adreso estas strato ...,  # ...	meine Adresse ist ...Straße, #...	mini Adrässi isch ...Straass, #...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu código postal?	what is your postal code? / which is your postal code?	kiu estas via poŝta kodo?	wie ist deine Postleitzahl?	wie isch dini Postleitzahl?	
6_conversation	A1	Conversation	Person introduction					mi código postal es ...	my postal code is ...	mia poŝta kodo estas ...	meine Postleitzahl ist ...	mini Postleitzahl isch ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿de dónde eres?	where are you from? / where do you come from?	el kie vi venas?	woher kommst du?	woher chünsch du?	
6_conversation	A1	Conversation	Person introduction				Informal*	¿de qué país eres?	what country are you from? / from which country do you come from?	el kiu lando vi venas?	aus welchem ​​Land kommst du?	uus welem Land chünsch du?	
6_conversation	A1	Conversation	Person introduction				Informal*	¿de qué ciudad eres?	what city are you from? / from which city do you come from?	el kiu urbo vi venas?	aus welcher Stadt kommst du?	uus welere Stadt chünsch du?	
6_conversation	A1	Conversation	Person introduction					soy de ... / vengo de ...	I am from ... / I come from ...	mi alvenas el ...	ich komme aus ...	ich chume uus ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿eres de Nueva York / ¿vienes de nueva york?	are you from New York?	ĉu vi alvenas el Novjorko?	kommst du aus New York?	chünsch du uus New York?	
6_conversation	A1	Conversation	Person introduction					sí	yes, I am	jes	ja	ja	
6_conversation	A1	Conversation	Person introduction					no	no, I am not	ne	nein	näi	
6_conversation	A1	Conversation	Person introduction				Informal*	¿no eres de Nueva York? / ¿no vienes de nueva york?	aren't you from New York?	ĉu vi ne alvenas el Novjorko?	kommst du nicht aus New York?	chünsch du nöd uus New York?	
6_conversation	A1	Conversation	Person introduction					sí, soy de Nueva York	yes, I am	jes, mi alvenas el Novjorko	doch	doc	
6_conversation	A1	Conversation	Person introduction					no / no, no soy de Nueva York	no, I am not	ne, mi ne alvenas el Novjorko	nein / nein, ich komme nicht aus New York	näi / näi, ich chume nöd uus New York	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu nacionalidad?	what nationality are you?	kia nacieco vi estas?	welche Nationalität hast du?	weli Nationalität hasch du?	
6_conversation	A1	Conversation	Person introduction					soy japonés	I am japanese	mi estas japana	Ich bin Japaner	Ich bi Japaner	
6_conversation	A1	Conversation	Person introduction					¿cuál es el apellido de Toshio?	what is Toshio's last name?	kio estas la familinomo de Toshio?	was ist der Nachname von Toshio? / wie lautet der Nachname von Toshio?	was isch de Nachname vo Toshio?	
6_conversation	A1	Conversation	Person introduction					su apellido es Tanaka	his last name is Tanaka	lia familinomo estas Tanaka	sein Nachname lautet Tanaka / sein Nachname ist Tanaka	sin Nachname isch ...	
6_conversation	A1	Conversation	Person introduction					¿cuál es el apellido de Sonia?	what is Sonia's last name?	kio estas la familinomo de Sonia?	was ist der Nachname von Sonia? / wie lautet der Nachname von Sonia?	was isch de Nachname vo Sonia?	
6_conversation	A1	Conversation	Person introduction					su apellido es Campos	her last name is Campos	ŝia familinomo estas Campos	ihr Nachname lautet Campos / ihr Nachname ist Campos	ire Nachname isch ...	
6_conversation	A1	Conversation	Person introduction					esta es Gina	this is Gina	jen Gina	das ist Gina	das isch Gina	
6_conversation	A1	Conversation	Person introduction					ella es Gina	she is Gina	ŝi estas Gina	sie ist Gina	si isch Gina	
6_conversation	A1	Conversation	Person introduction					este es Paul	this is Paul	jen Paul	das ist Paul	das isch Paul	
6_conversation	A1	Conversation	Person introduction					él es Paul	he is Paul	li estas Paul	er ist Paul	er isch Paul	
6_conversation	A1	Conversation	Person introduction					somos de Los Angeles	we are from Los Angeles	ni alvenas el Los Angeles	wir kommen aus Los Angeles	mir chömed uus Los Angeles	
6_conversation	A1	Conversation	Person introduction					Mark y tú sois de Boston	Mark and you are from Boston	Marki kaj vi alvenas el Boston	Mark und du kommt aus Boston	Mark und du chömed uus Boston	
6_conversation	A1	Conversation	Person introduction					Mary y Peter también son de Boston	Mary and Peter are from Boston, too	Maria kaj Petro ankaŭ alvenas el Boston	Mary und Peter kommen auch aus Boston / Mary und Peter kommen ebenfalls aus Boston	Mary und Peter chömed au uus Boston	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu número de teléfono? / ¿cuál es tu teléfono?	what is your telephone number?	kiu estas via telefona nombro?	was ist deine Telefonnummer? / wie lautet deine Telefonnummer?	was isch dini Telefonnummere? / was isch dini Nummere?	
6_conversation	A1	Conversation	Person introduction					mi número de teléfono es ... / mi teléfono es ...	my telephone number is ...	mia telefonnumero estas ...	meine Telefonnummer ist ... / meine Telefonnummer lautet ...	mini Telefonnummere isch ... / mini Nummere isch ... 	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu número de móvil? / ¿cuál es tu móvil? / ¿cuál es tu número de teléfono móvil? / ¿cuál es tu teléfono móvil?	what is your mobile phone number?	kiu estas via poŝtelefono?	was ist deine Handynummer? / wie lautet deine Handynummer?	was isch dini Handynummere? / was isch dini Nummere?	
6_conversation	A1	Conversation	Person introduction					mi número de movil es ... / mi movil es ... / mi número de teléfono movil es ... / mi teléfono movil es ...	my phone number is ...	mia poŝtelefono estas ...	meine Handynummer ist ... / meine Handynummer lautet ...	mini Handynummere isch ... / mini Nummere isch ... 	
6_conversation	A1	Conversation	Person introduction				Informal*	¿cuál es tu dirección de correo electrónico? / ¿cuál es tu email?	what is your e-mail address?	kiu estas via retadreso?	was ist deine E-Mail Adresse? / wie lautet deine E-Mail Adresse?	was isch dini E-Mail Adrässi?	
6_conversation	A1	Conversation	Person introduction					mi dirección de correo electrónico es ... / mi email es ...	my e-mail address is ...	mia retpoŝtadreso estas ...	meine E-Mail Adresse ist ... / meine E-Mail Adresse lautet ...	mini E-Mail Adrässi isch ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿en qué trabajas? / ¿de qué trabajas? / ¿cuál es tu profesión? / ¿qué eres?	what is your job? / what is your profession?	kiu estas via profesio?	was ist dein Beruf? / was arbeitest du? / als was arbeitest du?	was isch din Prueff? / was schaffsch du? / als was schaffsch du?	
6_conversation	A1	Conversation	Person introduction					trabajo en ... / trabajo de ... / soy ...	I work as ...	mi laboras kiel ... / mia profesio estas ...	ich arbeite als ... / ich bin ...	ich schaffe als ... / ich bi ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿dónde trabajas? / ¿para quién trabajas?	where do you work? / who do you work for?	kie vi laboras? / por kiu vi laboras?	wo arbeitest du? / für wen arbeitest du?	wo schaffsch du? / für wen schaffsch du?	
6_conversation	A1	Conversation	Person introduction					trabajo en ... / trabajo para ...	I work in ... / I work for ...	mi laboras en ... / mi laboras por ...	ich arbeite in ... / ich arbeite bei ...	schaffe ... i / schaffe bii ...	
6_conversation	A1	Conversation	Person introduction					¿de dónde es ...?	where is ... from?	kie alvenas ... el?	wo kommt ... aus?	wo chünt ... uus?	
6_conversation	A1	Conversation	Person introduction					es de ...	he is from ...	li alvenas el ...	er kommt aus ...	er chünt uus ...	
6_conversation	A1	Conversation	Person introduction					es de ...	she is from ...	ŝi alestas el ...	sie kommt aus ...	si chünt uus ...	
6_conversation	A1	Conversation	Person introduction				Informal*	¿hablas japonés?	do you speak Japanese?	ĉu vi parolas la japanan?	sprichst du Japanisch?	redsch du Japanisch?	
6_conversation	A1	Conversation	Person introduction					¿habla Michael español?	does Michael speak Spanish?	ĉu Michael parolas la hispanan?	spricht Michael Spanisch?	redt Michael Spanisch?	
6_conversation	title	Conversation	Time		Conversation: Time								
6_conversation	A1	Conversation	Time	question/answer				¿qué hora es?	what time is it?	kioma horo estas?	wie spät ist es?	wie spaat isch es?	
6_conversation	A1	Conversation	Time	question/answer				las nueve en punto / son las nueve en punto	it's nine o'clock	estas la naŭa	es ist neun Uhr	es isch nüüni	
6_conversation	A1	Conversation	Time	question/answer				¿a que hora leo?	at which time do I read?	je kioma horo mi legas?	um wie viel Uhr lese ich?	um weli Ziit läse ich?	
6_conversation	A1	Conversation	Time	question/answer				¿cuando leo?	when do I read?	kiam mi legas?	wann lese ich?	wänn läse-n-ich?	
6_conversation	A1	Conversation	Time	how much is left				¿cuánto queda para que vengan?	how much is left for them to come?	kiom da tempo restas al ili, por veni?	wie viel bleibt ihnen übrig?	wivil bliibt ihne übrig?	
6_conversation	A1	Conversation	Time	how much is left				quedan diez minutos	ten minutes left	restas dek minutoj	es bleiben noch zehn Minuten übrig	es bliibed no zää Minute übrig	
6_conversation	A1	Conversation	Time	how much is left				queda una hora	one hour left	restas unu horo	es bleibt noch eine Stunde übrig	es bliibt no äis Stund übrig	
6_conversation	A1	Conversation	Time	how much is left				no queda nada	no time left	neniu tempo lasis	keine Zeit mehr	käi Ziit meh	
6_conversation	A1	Conversation	Time	how much is left				deberían estar ya aquí	they should be here already	ili devus esti ĉi tie jam	sie sollten schon hier sein	sie sötted scho da sii	
6_conversation	A1	Conversation	Time	soon/late				hemos llegado pronto	we have arrived soon	ni alvenis frue	wir sind früh angekommen	mir sind früe aacho	
6_conversation	A1	Conversation	Time	soon/late				están llegando tarde	they are arriving late	ili alvenas malfrue	sie kommen spät an	sie chömed spaat aa	
6_conversation	A1	Conversation	Time	time over				el tiempo se ha acabado	the time is up / the time is over	la tempo finiĝis	die Zeit ist um	d'Ziit isch um	
6_conversation	title	Conversation	Work		Conversation: Work								
6_conversation	A1	Conversation	Work				Informal	¿dónde trabajas?	where do you work?	kie vi laboras?	für wen arbeitest du?	für wenn schaffsch du?	
6_conversation	A1	Conversation	Work				Formal	¿dónde trabaja?	where do you work?	kie vi laboras?	für wen arbeiten Sie?	für wenn schaffed Si?	
6_conversation	A1	Conversation	Work					trabajo en ...	I work at ...	mi laboras ĉe ...	ich arbeite bei ...	ich schaffe bii ...	
6_conversation	A1	Conversation	Work				Informal	¿a qué se dedica? / ¿en qué trabaja?	what do you do? / what is your job?	kio estas via laboro?	was bist du von Beruf?	was bisch du vo Prueff?	
6_conversation	A1	Conversation	Work				Formal	¿a qué te dedicas? / ¿en qué trabajas?	what do you do? / what is your job?	kio estas via laboro?	was sind Sie von Beruf?	was sind Si vo Prueff?	
6_conversation	A1	Conversation	Work					soy programador	I'm a programmer	mi estas programisto	ich bin Programmierer	ich bi Programmierer	
6_conversation	A1	Conversation	Work					¿siempre trabajas desde la oficina?	do you always work from the office?	ĉu vi ĉiam laboras de la oficejo?	arbeitest du immer vom Büro aus?	schaffsch du imer vom Büro uus?	
6_conversation	A1	Conversation	Work					mi jefe a veces escribe informes	my boss sometimes writes reports	mia estro kelkfoje skribas raportojn	mein Chef schreibt manchmal Berichte	min Chef schriibt mängisch Bricht	
6_conversation	A1	Conversation	Work				Informal	¿con quién te reunes?	who do you meet?	kiu vi renkontas?	wen triffst du?	wer triffsch du?	
6_conversation	A1	Conversation	Work				Formal	¿con quién se reune?	who do you meet?	kiu vi renkontas?	wen treffen Sie?	wer träffed Si?	
6_conversation	A1	Conversation	Work					me reuno con mi jefe	I meet my boss	mi renkontas mian estron	ich treffe meinen Chef	ich träffe min Chef	
6_conversation	A1	Conversation	Work					tengo una reunión con mi jefe	I have a meeting with my boss	mi havas kunvenon kun mia estro	ich habe ein Treffen mit meinem Chef	ich ha-n-e Treffe mit mim Chef	
6_conversation	title	Conversation	Restaurant		Conversation: Restaurant								
6_conversation	A1	Conversation	Restaurant					tenemos una reserva	we have a reservation	ni havas rezervon	wir haben eine Reservierung	mir händ e Reservierig	
6_conversation	A1	Conversation	Restaurant					¿a nombre de quién?	under which name?	por kiu nomo?	unter welchem Name?	under welem Name?	
6_conversation	A1	Conversation	Restaurant					a nombre de ...	under the name ...	por la nomo ...	unter den Name ...	under dem Name ... / für ...	
6_conversation	A1	Conversation	Restaurant					¿qué le gustaría tomar? / ¿qué quiere tomar?	what would you like?	kion vi volus manĝi?	was hätten Sie gern?	was hätted Si gern?	
6_conversation	A1	Conversation	Restaurant					¿puedo tomar su orden?	may I take your order?	ĉu mi povus preni vian ordonon?	darf ich ihre Bestellung aufnehmen?	dörf ich iri Bstellig uufneh?	
6_conversation	A1	Conversation	Restaurant				Formal	¿que querría cenar? / ¿qué le gustaría cenar?	what would you like for dinner?	kion vi volus por vespermanĝi?	was hätten Sie gern zum Abendessen?	was hätted Si gern zum z'Nacht?	
6_conversation	A1	Conversation	Restaurant					quiero una hamburguesa / me gustaría una hamburguesa	I'd like a hamburger	mi volus hamburgeron	ich hätte gerne einen Hamburger / ich möchte einen Hamburger	ich hätti gern äin Hamburger	
6_conversation	A1	Conversation	Restaurant					querría pollo y sopa	I would like chicken and soup	mi volus kokaĵo kaj supo	Ich möchte Hähnchen und dazu Suppe	Ich möchti Poulet und dazue Suppe	
6_conversation	A1	Conversation	Restaurant				Formal	¿le gustaría una taza de te? / ¿quiere una taza de te?	would you like a cup of tea?	ĉu vi volus tason da teo?	hättest du gern eine Tasse Tee?	hätted Si gern äi Tasse Tee?	
6_conversation	A1	Conversation	Restaurant					sí, por favor	yes, please	jes, bonvolu	ja, bitte	ja, bitte	
6_conversation	A1	Conversation	Restaurant					no, gracias	I'm fine, thanks	mi fartas bone, dankon	nein, danke	nein, danke	
6_conversation	A1	Conversation	Restaurant					nos gustaría tomar helado / queremos helado	we would like ice cream	ni volus glaciaĵon	wir möchten Eiscreme	mir möchti Glace	
6_conversation	A1	Conversation	Restaurant				Formal	¿en qué punto quiere la carne? / ¿cómo quiere la carne?	how would you like your meat cooked? / how would you like your meat done?	kiom kuirita vi volus vian viandon?	wie möchten Sie ihr Fleisch?	wie hätted gern Si das Fläisch?	
6_conversation	A1	Conversation	Restaurant				Formal	¿cuántos vasos de vino querría?	how many glasses of wine would you like?	kiom da glasoj da vino vi volus?	wie viele Gläser Wein möchten Sie?	wievill Gläser Wii hätted Si gern?	
6_conversation	A1	Conversation	Restaurant				Informal	¿qué te gusta beber?	what do you like to drink?	kion vi volus trinki?	was trinkst du gern?	was trinked Si gern?	
6_conversation	A1	Conversation	Restaurant					¡que aproveche!	enjoy your meal!	ĝuu vian manĝon!	Guten Appetit!	en Guete!	
6_conversation	A1	Conversation	Restaurant					la cuenta, por favor	the check, please	la fakturon, bonvolu	die Rechnung, bitte	d Rechnig, bitte	
6_conversation	A1	Conversation	Restaurant				Formal	aquí tiene	here / here it is	jen	da	da	
6_conversation	A1	Conversation	Restaurant					quédate con la vuelta / quédate con el cambio	keep the change	la resto estas por vi	stimmt so / passt so	stimmt so / passt so	
6_conversation	A1	Conversation	Restaurant				Formal	¿cuánta propina quiere dejar?	how much tip do you want to leave?	kiam gratifiko vi volas lasi?	wie viel Trinkgeld wollen Sie lassen?	wievill Trinkgäld wänd Si laa?	
6_conversation	A1	Conversation	Restaurant					¿puedo pagar con tarjeta de crédito?	can I pay with credit card?	ĉu mi povas pagi per kreditkarto?	kann ich mit Kreditkarte zahlen?	cha-n-ich mit Kreditkarte zahle?	
6_conversation	A1	Conversation	Restaurant					¿puedo pagar en efectivo?	can I pay with cash?	ĉu mi povas pagi per mono?	kann ich Bar bezahlen?	cha-n-ich Bar zahle?	
6_conversation	A1	Conversation	Restaurant					podemos pagar juntos	we can pay together	ni povas pagi kune	wir können zusammen bezahlen	mir chönted zäme zahle	
6_conversation	A1	Conversation	Restaurant				Formal	¿podríamos pagar por separado?	could we pay separately?	ĉu ni povus pagi aparte?	könnten wir getrennt bezahlen?	chönted mir separat zahle? / chönted mir trännt zahle?	
6_conversation	A1	Conversation	Restaurant					con mucho gusto	with pleasure	kun plezuro	gerne / sehr gerne	gerne / sehr gerne	
6_conversation	title	Conversation	Shopping		Conversation: Shopping								
6_conversation	A1	Conversation	Shopping				Formal	¿puedo ayudarle?	can I help you? / may I help you?	cu mi povas helpi vin? / ĉu mi povas helpi vin?	kann ich Ihnen helfen?	cha-n-ich Ihne hälfe?	
6_conversation	A1	Conversation	Shopping					no, gracias. Solo estoy mirando	no, thanks. I am just looking	ne, dankon. mi nur rigardas	nein, danke. Ich schaue nur / Ich sehe mich nur um	näi, danke. Ich luege nur ume	
6_conversation	A1	Conversation	Shopping					¿vendéis ordenadores?	do you sell computers?	ĉu vi vendas komputilojn?	verkaufen Sie Computer?	verchaufed Si Computer?	
6_conversation	A1	Conversation	Shopping					estoy buscando la talla 12 de este traje / estoy buscando este traje en talla 12	I'm looking for this suit in a size 12	mi serĉas ĉi tiun kostumon en grandeco 12	ich suche diesen Anzug in Größe 12	ich sueche de Aazug i Grössi 12	
6_conversation	A1	Conversation	Shopping				Formal	aquí tiene	here you are	ĉi tie vi estas	bitte / bitte sehr / bitte schön	bitte / bitte sehr / bitte schön	
6_conversation	A1	Conversation	Shopping					¿cuánto cuesta?	how much is it?	kiom kostas tio?	wie viel kostet das?	wivill chostet das?	
6_conversation	A1	Conversation	Shopping					son $195 / cuesta $195	it is $195 / it costs $195	ĝi kostas $195	es kostet $195	es chostet $195	
6_conversation	A1	Conversation	Shopping					¿y ese?	how about that one?	kiel pri tiu?	und der da? / und das da? / und die da?	und de da? / und si da? / und das da?	
6_conversation	A1	Conversation	Shopping					el zapato me queda bien	the shoe fits / the shoe fits me	la ŝuo taŭgas	der Schuh passt / der Schuh passt mir	de Schueh passt / de Schueh passt mir	
6_conversation	A1	Conversation	Shopping					llevo el zapato puesto	I'm wearing the shoe	mi portas la ŝuon	ich trage den Schuh	ich han de Schueh aa	
6_conversation	A1	Conversation	Shopping					me lo quedo	I'll keep it	mi konservos ĝin	ich behalte es	ich bhalte de / ich bhalte si / ich bhalte das	
6_conversation	A1	Conversation	Shopping					¿aceptáis tarjeta de crédito?	do you take credit card?	ĉu vi akceptas kreditkarton?	akzeptieren Sie Kreditkarte?	akzeptiere Si Kreditkarte?	
6_conversation	A1	Conversation	Shopping					¿aceptáis American Express?	do you accept American Express?	ĉu vi akceptas American Express?	akzeptieren Sie American Express?	akzeptiere Si American Express?	
6_conversation	A1	Conversation	Shopping					(él) está buscando un jersey verde	he is looking for a green sweater	li serĉas verdan sveteron	er sucht einen grünen Pullover	er suecht en grüene Pulli	
6_conversation	A1	Conversation	Shopping					(él) está preguntando el precio	he is asking the price	li demandas la prezon	er fragt nach dem Preis	er fraagt nach em Priis	
6_conversation	A1	Conversation	Shopping					(él) está pagando por el suéter	he is paying for the sweater	li pagas la sveteron	er bezahlt den Pullover	er zahlt de Pulli	
6_conversation	A1	Conversation	Shopping					(él) le está dando el suéter a su mujer	he is giving the sweater to his wife	li donas la sveteron al sia edzino	er gibt seiner Frau den Pullover	er git sinere Frau de Pulli	
6_conversation	A1	Conversation	Shopping				Formal	¿quiere los negros o los marrones?	would you like the black ones or the brown ones?	ĉu vi ŝatus la nigrajn aŭ brunajn?	möchten Sie die schwarzen oder die braunen?	möchted Sie die schwarzee oder die bruune?	
6_conversation	A1	Conversation	Shopping				Formal	¿quiere probárselos?	would you like to try it on?	ĉu vi ŝatus provi ĝin?	wollen Sie es anprobieren?	wänd Si es aaprobiere?	
6_conversation	A1	Conversation	Shopping					¿cuándo abrís?	what are your opening hours?	kio estas viaj malfermaj horoj?	was sind ihre Öffnungszeiten?	was sind iri Öffnigsziite?	
6_conversation	A1	Conversation	Shopping					abrimos de 9 a 6	we're open from 9 to 6	ni estas malfermitaj de 9 ĝis 6	wir sind von 9 bis 6 geöffnet	mir sind vom 9 bis 6 offe	
6_conversation	title	Conversation	Travel		Conversation: Travel								
6_conversation	A1	Conversation	Travel					me voy de vacaciones	I'm going on vacation	mi ferias	ich gehe in den Urlaub	ich gan i d Ferie	
6_conversation	A1	Conversation	Travel				Informal	¿a dónde vas?	where are you going?	kien vi iras?	wohin gehst du?	wohii gasch du?	
6_conversation	A1	Conversation	Travel					voy a Madrid	I'm going to Madrid	mi iros al Madrido	ich fahre nach Madrid	ich faare nach Madrid	
6_conversation	A1	Conversation	Travel				Informal	¿cuándo te vas?	when are you leaving?	kiam vi foriras?	wann gehst du?	wänn gaasch du?	
