filesection	Level	tab	section	subsection	                            Notes	Case	Formal/Informal	Español	English	Esperanto	Deutsch	Zuritüütsch	Lingvaro (https://github.com/lquesada/Lingvaro) - Copyright (c) 2019, Luis Quesada Torres - https://github.com/lquesada | www.luisquesada.com
10_vocabulary	A1	Vocabulary	Nouns: Body	eye				ojo (M)	eye	okulo	Auge (N)	Aug (N)	
10_vocabulary	A1	Vocabulary	Nouns: Body	eye				lágrima (F)	tear	larmo	Träne (F)	Träne (F)	
10_vocabulary	A2	Vocabulary	Nouns: Body	eye				ceja (F)	eyebrow	brovo	Augenbrauen (F)	Augebraue (F)	
10_vocabulary	A2	Vocabulary	Nouns: Body	eye				pestaña (F)	eyelash	okulharoj	Wimper (F)	Wimpere (F)	
10_vocabulary	A2	Vocabulary	Nouns: Body	eye				párpado (M)	eyelid	palpebro	Augenlid (N)	Augelid (N)	
10_vocabulary	B1	Vocabulary	Nouns: Body	eye				globo ocular (M)	eyeball	okulbulbo / okulglobo	Augapfel (M)	Augapfel (M)	
10_vocabulary	B1	Vocabulary	Nouns: Body	eye				pupila (F)	pupil	pupilo	Pupille (F)	Pupille (F)	
10_vocabulary	B1	Vocabulary	Nouns: Body	eye				iris (M)	iris	iriso	Iris (F)	Iris (F)	
10_vocabulary	B1	Vocabulary	Nouns: Body	eye				córnea (F)	cornea	korneo	Hornhaut (F)	Hornhuut (F)	
10_vocabulary	A1	Vocabulary	Nouns: Body	hair	many			pelo (M) / cabello (M)	hair	haro	Haare (N/Pl)	Haar (N/Pl)	
10_vocabulary	A1	Vocabulary	Nouns: Body	hair				pelo (M) / cabello (M)	hair	hararo	Haar (N)	Haar (N)	
10_vocabulary	B1	Vocabulary	Nouns: Body	hair	many			vello (M)	hair	haretaro	Haara (N/Pl) / Härchen (N/Pl)	Haar (N/Pl) / Häärli (N/Pl)	
10_vocabulary	B1	Vocabulary	Nouns: Body	hair				vello (M)	hair	hareto	Haar (N) / Härchen (N)	Haar (N) / Häärli (N)	
10_vocabulary	B1	Vocabulary	Nouns: Body	hair				peluca (F)	wig	peruko	Perücke (F)	Perügge (F)	
10_vocabulary	A2	Vocabulary	Nouns: Body	hair				bigote (M)	moustache	lipharoj	Schnurrbart (M)	Schnauz (M)	
10_vocabulary	A2	Vocabulary	Nouns: Body	hair				barba (F)	beard	barbo	Bart (M)	Bart (M)	
10_vocabulary	A1	Vocabulary	Nouns: Body	body				cuerpo (M)	body	korpo	Körper (M)	Körper (M)	
10_vocabulary	A1	Vocabulary	Nouns: Body	body				cuello (M)	neck	kolo	Hals (M)	Hals (M)	
